Income,Gender,Age,AgeRange,PoliticalAffiliation ,ApproveTrump,education,race,AgreeWhiteNationalists,RepublicansAgreeWhiteNationalists,Would you say that you love America?,DemocratsLoveAmerica,GovHelpPoor,WhitePeopleRacist,CivilWarNextDecade,hunting,kalesalad,VoteTheRockPres,VaderOrTrump
200000,Male,41,35-44,Not Strong Republican,Approve,College degree,White,Disagree,5,Yes,50,No,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
105000,Female,40,35-44,DK/REF,Approve,College degree,White,Disagree,25,Yes,75,Yes,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
35000,Female,25,25-34,Independent,Disapprove,Some college,Latino,Agree,,Yes,80,Yes,Yes,Likely,No,No,No,DK/REF
61000,Female,40,35-44,Not Strong Democrat,Disapprove,College degree,DK/REF,Disagree,50,Yes,100,Yes,Yes,Likely,Yes,Yes,Yes,Donald Trump
57000,Female,47,45-54,Independent,Approve,Some college,White,Disagree,,Yes,,Yes,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
264000,Female,37,35-44,DK/REF,DK/REF,College degree,White,DK/REF,0,Yes,0,Yes,No,Unlikely,No,No,DK/REF,DK/REF
69000,Male,64,55-64,Strong Democrat,Disapprove,College degree,White,Disagree,50,Yes,100,Yes,No,Likely,Yes,Yes,No,Darth Vader
,Female,37,35-44,DK/REF,DK/REF,Some college,White,Disagree,,Yes,,DK/REF,No,DK/REF,No,Yes,DK/REF,DK/REF
,Male,37,35-44,Independent,DK/REF,College degree,White,DK/REF,,Yes,,Yes,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,65,65+,Independent,Disapprove,Other,White,DK/REF,10,Yes,50,Yes,No,Unlikely,Yes,Yes,DK/REF,DK/REF
,Female,18,18-24,Not Strong Democrat,Disapprove,Some college,Latino,Disagree,50,Yes,70,Yes,No,Likely,No,No,No,Donald Trump
,Female,38,35-44,DK/REF,DK/REF,Graduate degree,Latino,Disagree,40,Yes,90,Yes,Yes,Unlikely,No,DK/REF,DK/REF,DK/REF
,Female,27,25-34,Independent,Disapprove,College degree,Asian,DK/REF,,Yes,,Yes,DK/REF,Unlikely,No,No,DK/REF,Darth Vader
,Other,25,25-34,DK/REF,Disapprove,Graduate degree,DK/REF,DK/REF,90,Yes,100,Yes,No,Unlikely,No,Yes,No,DK/REF
,Female,41,35-44,Independent,Disapprove,College degree,Latino,Disagree,10,Yes,90,Yes,No,Unlikely,No,Yes,No,Darth Vader
,Male,44,35-44,Independent,Disapprove,College degree,White,Disagree,25,Yes,98,Yes,No,Unlikely,No,Yes,Yes,Donald Trump
,Male,70,65+,Not Strong Republican,Approve,Graduate degree,White,Disagree,,Yes,9,Yes,No,Unlikely,Yes,No,No,Donald Trump
,Male,70,65+,Strong Republican,Approve,College degree,White,Disagree,4,Yes,60,Yes,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Male,33,25-34,Independent,Disapprove,High school,White,Disagree,,No,0,Yes,No,DK/REF,Yes,No,Yes,Darth Vader
,Other,29,25-34,Independent,Approve,College degree,White,Agree,50,Yes,0,Yes,No,Likely,Yes,Yes,No,Donald Trump
,Male,80,65+,Not Strong Republican,Approve,High school,White,Disagree,,Yes,90,Yes,No,Likely,Yes,No,Yes,Donald Trump
,Male,29,25-34,Independent,Disapprove,College degree,White,Disagree,30,Yes,90,Yes,No,Unlikely,No,No,No,Darth Vader
,Female,45,45-54,Strong Democrat,Disapprove,Graduate degree,White,Disagree,1,Yes,100,Yes,No,Unlikely,No,No,DK/REF,DK/REF
,Male,29,25-34,Strong Republican,Approve,Some college,White,Disagree,,Yes,,No,No,Unlikely,Yes,No,Yes,Donald Trump
,Male,52,45-54,Independent,Approve,Graduate degree,White,Disagree,5,Yes,50,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,61,55-64,Strong Democrat,Disapprove,College degree,White,DK/REF,100,Yes,95,Yes,No,Likely,No,Yes,No,Darth Vader
,Male,21,18-24,Independent,Disapprove,College degree,White,Disagree,0.1,Yes,5,Yes,No,Unlikely,Yes,No,No,Donald Trump
,Male,37,35-44,Not Strong Democrat,DK/REF,College degree,Latino,Disagree,40,Yes,87,Yes,No,Likely,Yes,No,DK/REF,Donald Trump
,Female,72,65+,Strong Republican,Approve,College degree,White,DK/REF,,Yes,,Yes,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Male,61,55-64,Not Strong Republican,Approve,High school,Latino,Agree,60,Yes,45,No,No,Unlikely,No,No,No,Donald Trump
,Female,47,45-54,Not Strong Republican,Disapprove,College degree,Other,Disagree,50,Yes,80,Yes,No,Unlikely,Yes,Yes,Yes,Darth Vader
,Male,70,65+,Not Strong Democrat,Approve,Other,White,Disagree,0.5,Yes,95,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,24,18-24,Independent,DK/REF,College degree,Black,Disagree,1,Yes,99,Yes,No,Unlikely,No,No,No,Darth Vader
,Male,43,35-44,Strong Republican,Approve,College degree,White,Agree,0,Yes,50,Yes,No,Unlikely,Yes,No,No,Donald Trump
,Female,76,65+,Independent,Disapprove,Some college,White,DK/REF,,Yes,75,Yes,No,Likely,No,No,No,DK/REF
,Female,27,25-34,Not Strong Democrat,Disapprove,Other,White,Disagree,35,Yes,100,Yes,No,Unlikely,No,Yes,DK/REF,Darth Vader
,Male,70,65+,Strong Democrat,Disapprove,Graduate degree,White,Disagree,20,Yes,95,Yes,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Male,24,18-24,Independent,Approve,Some college,White,Disagree,5,Yes,10,No,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,57,55-64,Not Strong Republican,Approve,College degree,Black,Disagree,30,Yes,80,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Female,69,65+,Strong Republican,Approve,Graduate degree,White,Disagree,20,Yes,10,No,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,51,45-54,Independent,DK/REF,High school,Asian,DK/REF,,Yes,,Yes,No,Unlikely,No,No,DK/REF,Donald Trump
,Male,86,65+,Not Strong Republican,Approve,Some college,White,Agree,70,Yes,70,Yes,No,Likely,Yes,Yes,Yes,Donald Trump
,Female,58,55-64,Independent,Approve,College degree,White,Disagree,90,Yes,90,No,Yes,Unlikely,No,Yes,No,Donald Trump
,Female,29,25-34,Strong Republican,Approve,Graduate degree,White,Disagree,0,Yes,85,No,No,Unlikely,No,No,Yes,Donald Trump
,Male,59,55-64,Independent,Disapprove,Some college,White,Disagree,30,Yes,90,Yes,No,Unlikely,No,Yes,Yes,Donald Trump
,Male,50,45-54,Strong Republican,Approve,Some college,Other,Disagree,0,Yes,50,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,28,25-34,Independent,Approve,Some college,White,Agree,96,Yes,48,Yes,No,Unlikely,No,No,No,Donald Trump
,Male,35,35-44,Independent,Disapprove,College degree,White,Disagree,,Yes,100,Yes,No,Unlikely,No,No,No,Donald Trump
,Female,73,65+,Independent,Disapprove,Some college,White,Disagree,50,Yes,100,Yes,No,Unlikely,No,Yes,No,Darth Vader
,Female,27,25-34,Independent,DK/REF,College degree,White,DK/REF,5,Yes,,Yes,No,DK/REF,No,Yes,No,DK/REF
,Female,30,25-34,DK/REF,DK/REF,College degree,White,DK/REF,,Yes,,Yes,DK/REF,DK/REF,No,No,DK/REF,DK/REF
,Male,56,55-64,Not Strong Republican,Disapprove,Some college,White,Disagree,,Yes,30,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,22,18-24,Not Strong Democrat,Disapprove,College degree,Latino,Disagree,70,Yes,100,Yes,No,Likely,No,No,Yes,Donald Trump
,Male,70,65+,Strong Democrat,Disapprove,Graduate degree,DK/REF,Disagree,,Yes,100,Yes,No,Unlikely,Yes,Yes,DK/REF,DK/REF
,Male,20,18-24,Independent,Disapprove,College degree,Latino,Disagree,,Yes,70,Yes,No,Likely,No,Yes,Yes,Donald Trump
,Male,72,65+,Strong Democrat,DK/REF,High school,White,DK/REF,,Yes,,Yes,DK/REF,Unlikely,No,No,Yes,Darth Vader
,Male,24,18-24,Strong Democrat,Disapprove,Some college,White,Disagree,20,Yes,70,Yes,No,Unlikely,No,Yes,No,Darth Vader
,Female,47,45-54,Not Strong Republican,Approve,Graduate degree,White,DK/REF,10,Yes,70,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Male,18,18-24,Independent,Disapprove,High school,White,Disagree,4,Yes,98,Yes,No,Likely,No,No,Yes,Darth Vader
,Female,22,18-24,Not Strong Democrat,Disapprove,High school,Latino,Disagree,50,Yes,65,Yes,No,Unlikely,Yes,No,No,Donald Trump
,Male,58,55-64,Strong Democrat,Disapprove,College degree,White,Disagree,40,Yes,70,Yes,No,Unlikely,No,Yes,Yes,DK/REF
,Male,70,65+,Independent,Disapprove,College degree,DK/REF,Disagree,,Yes,95,Yes,No,Unlikely,Yes,Yes,DK/REF,DK/REF
,Male,50,45-54,Independent,DK/REF,Some college,Asian,Disagree,,Yes,,Yes,No,Unlikely,No,No,DK/REF,DK/REF
,Female,45,45-54,Independent,Approve,Some college,White,DK/REF,,Yes,,Yes,No,Unlikely,Yes,Yes,Yes,Donald Trump
,Female,40,35-44,Independent,Disapprove,High school,White,Agree,40,Yes,40,Yes,No,Likely,No,No,Yes,Darth Vader
,Male,43,35-44,Independent,DK/REF,College degree,Black,DK/REF,,Yes,,DK/REF,No,DK/REF,No,No,Yes,DK/REF
,Female,20,18-24,Not Strong Democrat,Disapprove,Some college,Latino,Disagree,75,Yes,38,Yes,Yes,Likely,No,No,Yes,Darth Vader
,Male,46,45-54,Independent,Disapprove,Graduate degree,White,Disagree,,Yes,90,Yes,No,Unlikely,Yes,Yes,DK/REF,DK/REF
,Male,18,18-24,Strong Democrat,Disapprove,High school,Latino,Disagree,5,Yes,99,Yes,No,DK/REF,No,Yes,DK/REF,Darth Vader
,Male,25,25-34,Independent,Disapprove,Graduate degree,White,Disagree,50,No,50,Yes,Yes,Unlikely,Yes,Yes,No,Darth Vader
,Female,59,55-64,Independent,Approve,Graduate degree,White,Disagree,,Yes,80,Yes,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Female,58,55-64,Not Strong Democrat,Disapprove,Graduate degree,White,Disagree,10,Yes,99,Yes,Yes,Likely,No,Yes,No,Darth Vader
,Female,20,18-24,Not Strong Democrat,Approve,Some college,Latino,Disagree,20,Yes,60,Yes,No,Likely,No,Yes,DK/REF,DK/REF
,Female,29,25-34,DK/REF,Disapprove,Graduate degree,White,Disagree,15,No,92,Yes,No,Unlikely,No,No,No,Donald Trump
,Female,32,25-34,Not Strong Democrat,Disapprove,Some college,Asian,Disagree,5,Yes,95,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Male,53,45-54,DK/REF,DK/REF,Graduate degree,Other,DK/REF,,Yes,100,Yes,No,Unlikely,DK/REF,No,DK/REF,Donald Trump
,Male,35,35-44,Independent,Approve,High school,Latino,Agree,50,Yes,100,Yes,Yes,Unlikely,No,No,No,Donald Trump
,Female,25,25-34,Not Strong Republican,Approve,Some college,White,Disagree,50,Yes,100,Yes,No,Unlikely,No,No,No,Donald Trump
,Female,25,25-34,Strong Democrat,Disapprove,College degree,White,Disagree,10,Yes,95,Yes,No,Unlikely,No,No,Yes,Darth Vader
,Male,38,35-44,Strong Democrat,Disapprove,Graduate degree,Black,Disagree,,Yes,90,Yes,No,Unlikely,No,Yes,DK/REF,DK/REF
,Male,68,65+,Strong Democrat,Disapprove,High school,White,Agree,,Yes,100,Yes,No,Likely,Yes,No,No,Darth Vader
,Female,26,25-34,Strong Democrat,Disapprove,Graduate degree,White,Disagree,35,Yes,75,Yes,DK/REF,Unlikely,No,Yes,No,Darth Vader
,Female,37,35-44,Independent,Disapprove,Some college,Asian,Agree,,Yes,80,Yes,No,Unlikely,No,Yes,No,Darth Vader
,Male,57,55-64,DK/REF,Disapprove,College degree,White,DK/REF,,Yes,70,Yes,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,38,35-44,Independent,Disapprove,Graduate degree,White,Disagree,15,Yes,100,Yes,No,Unlikely,No,Yes,No,DK/REF
,Male,23,18-24,Independent,Disapprove,High school,White,Disagree,30,No,50,Yes,DK/REF,Unlikely,No,Yes,DK/REF,Donald Trump
,Male,54,45-54,Independent,DK/REF,High school,Latino,Disagree,,Yes,,No,DK/REF,DK/REF,No,Yes,Yes,DK/REF
,Female,35,35-44,Independent,Disapprove,Graduate degree,White,Disagree,5,Yes,80,Yes,No,Unlikely,No,Yes,No,Darth Vader
,Male,73,65+,Strong Republican,Approve,High school,White,Disagree,,Yes,100,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Male,20,18-24,Independent,Disapprove,Some college,Latino,Disagree,5,Yes,80,Yes,No,Unlikely,No,Yes,Yes,Darth Vader
,Male,63,55-64,Independent,Disapprove,High school,Latino,Agree,50,Yes,80,Yes,Yes,Likely,Yes,Yes,Yes,Darth Vader
,Female,55,55-64,Independent,Disapprove,High school,Asian,Agree,,Yes,50,No,No,Likely,No,No,DK/REF,DK/REF
,Male,46,45-54,Not Strong Democrat,Disapprove,College degree,White,Disagree,70,Yes,100,Yes,Yes,Unlikely,Yes,No,No,Donald Trump
,Other,32,25-34,Not Strong Democrat,Disapprove,Graduate degree,Black,Disagree,92,Yes,90,Yes,DK/REF,Likely,No,No,Yes,Darth Vader
93000,Male,18,18-24,Independent,Disapprove,High school,Latino,Disagree,46,Yes,64,Yes,Yes,Likely,No,Yes,Yes,Darth Vader
34000,Female,35,35-44,Strong Democrat,Disapprove,Some college,Black,Disagree,5,Yes,100,Yes,No,Likely,No,No,Yes,Darth Vader
,Male,45,45-54,Not Strong Democrat,Disapprove,College degree,White,Disagree,20,Yes,100,Yes,No,Unlikely,No,Yes,DK/REF,Darth Vader
,Male,30,25-34,Not Strong Republican,Approve,Graduate degree,White,Disagree,10,Yes,80,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Male,19,18-24,DK/REF,Disapprove,Some college,Black,Disagree,0,No,0,Yes,Yes,Likely,No,No,No,DK/REF
,Female,20,18-24,Independent,Approve,Some college,White,Agree,60,Yes,100,No,Yes,Unlikely,Yes,Yes,No,Donald Trump
,Male,43,35-44,Independent,Disapprove,Some college,Other,Disagree,95,Yes,90,Yes,No,Unlikely,Yes,Yes,No,Darth Vader
,Female,61,55-64,Not Strong Republican,Approve,College degree,White,Disagree,10,Yes,95,Yes,No,Unlikely,Yes,Yes,Yes,Donald Trump
,Male,26,25-34,DK/REF,DK/REF,College degree,Asian,DK/REF,30,Yes,60,Yes,No,Unlikely,Yes,Yes,No,Darth Vader
,Male,67,65+,Strong Republican,Approve,Some college,White,Disagree,5,Yes,40,No,No,Unlikely,Yes,No,No,Donald Trump
,Female,21,18-24,Not Strong Democrat,Disapprove,Some college,White,Disagree,70,Yes,70,Yes,Yes,Unlikely,No,Yes,Yes,Darth Vader
,Male,73,65+,Strong Republican,Disapprove,Graduate degree,White,Disagree,25,Yes,50,Yes,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,62,55-64,Strong Democrat,Disapprove,College degree,Black,Disagree,80,Yes,100,Yes,No,Likely,No,Yes,DK/REF,DK/REF
,Male,56,55-64,Not Strong Democrat,Disapprove,High school,Black,Disagree,0,No,65,Yes,Yes,Likely,No,No,Yes,Darth Vader
,Female,37,35-44,Not Strong Democrat,Disapprove,Graduate degree,White,Disagree,50,Yes,60,Yes,Yes,Unlikely,No,Yes,No,Donald Trump
,Female,34,25-34,Not Strong Republican,DK/REF,Graduate degree,White,Disagree,22,Yes,90,Yes,No,Likely,Yes,Yes,Yes,Donald Trump
,Female,34,25-34,Not Strong Republican,Approve,College degree,Asian,Disagree,20,Yes,30,Yes,No,Unlikely,No,No,No,Donald Trump
,Male,18,18-24,Strong Democrat,Disapprove,Some college,Asian,Disagree,30,Yes,90,Yes,No,Unlikely,No,No,No,Darth Vader
,Female,51,45-54,Strong Democrat,Disapprove,Some college,Black,Disagree,60,Yes,80,Yes,No,Likely,No,Yes,Yes,Darth Vader
,Female,39,35-44,DK/REF,Disapprove,College degree,Latino,Disagree,50,Yes,50,Yes,No,DK/REF,No,Yes,No,Darth Vader
,Female,38,35-44,Strong Republican,Approve,High school,White,Disagree,2,Yes,90,Yes,No,Likely,No,Yes,Yes,Donald Trump
,Female,57,55-64,Strong Democrat,Disapprove,Some college,Other,Disagree,75,Yes,80,Yes,No,Unlikely,No,Yes,No,Darth Vader
,Male,39,35-44,Not Strong Republican,Approve,Some college,DK/REF,DK/REF,,Yes,,Yes,No,Unlikely,Yes,No,DK/REF,Donald Trump
,Male,99,65+,Independent,Approve,Graduate degree,Latino,DK/REF,0,Yes,90,Yes,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Female,71,65+,DK/REF,DK/REF,High school,White,DK/REF,,Yes,,DK/REF,DK/REF,DK/REF,No,No,DK/REF,DK/REF
,Male,26,25-34,Not Strong Republican,Approve,Some college,White,Disagree,40,Yes,90,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Female,25,25-34,Independent,Disapprove,High school,White,Disagree,,Yes,20,Yes,No,Unlikely,No,Yes,DK/REF,DK/REF
,Female,35,35-44,Independent,DK/REF,Graduate degree,White,Disagree,,Yes,80,Yes,Yes,Likely,Yes,Yes,DK/REF,Donald Trump
,Male,34,25-34,Strong Democrat,Disapprove,Graduate degree,White,Disagree,30,Yes,50,Yes,No,Unlikely,No,Yes,DK/REF,Darth Vader
,Other,67,65+,Independent,Approve,Other,DK/REF,Agree,10,Yes,63,Yes,Yes,Unlikely,Yes,Yes,Yes,Donald Trump
,Male,57,55-64,Strong Republican,Approve,College degree,White,DK/REF,50,Yes,0,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Male,73,65+,Independent,DK/REF,College degree,White,DK/REF,,Yes,20,Yes,No,Unlikely,No,No,DK/REF,Donald Trump
,Male,26,25-34,Independent,Disapprove,College degree,Latino,Disagree,40,Yes,50,Yes,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Male,70,65+,Not Strong Democrat,Disapprove,High school,Black,Disagree,70,Yes,95,No,No,Likely,Yes,No,DK/REF,Darth Vader
,Male,55,55-64,Not Strong Democrat,Disapprove,College degree,Asian,Disagree,40,Yes,100,Yes,No,Unlikely,No,Yes,No,Darth Vader
,Female,43,35-44,Not Strong Democrat,Disapprove,High school,Black,Disagree,50,No,15,Yes,Yes,Likely,No,No,No,DK/REF
,Male,68,65+,Independent,Disapprove,High school,White,Disagree,50,Yes,100,Yes,No,Unlikely,Yes,No,No,Darth Vader
,Male,54,45-54,Strong Democrat,Disapprove,Some college,Black,Disagree,80,Yes,75,Yes,No,Likely,No,No,No,Darth Vader
,Female,21,18-24,Strong Democrat,Disapprove,Some college,White,Disagree,40,No,60,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Male,55,55-64,Independent,Approve,Graduate degree,White,Disagree,10,Yes,50,Yes,No,Unlikely,No,Yes,Yes,Donald Trump
,Male,18,18-24,Not Strong Democrat,DK/REF,High school,White,DK/REF,67,Yes,83,Yes,No,Likely,No,Yes,Yes,Donald Trump
,Male,69,65+,Strong Democrat,Disapprove,High school,Black,Disagree,10,Yes,95,Yes,No,Unlikely,Yes,Yes,No,Darth Vader
,Male,39,35-44,Not Strong Republican,Approve,Graduate degree,White,Disagree,,Yes,95,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,55,55-64,Independent,Approve,Graduate degree,White,Disagree,,Yes,99,No,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Male,61,55-64,Not Strong Republican,Approve,Some college,White,Disagree,25,Yes,75,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,24,18-24,Strong Republican,Approve,Graduate degree,White,Disagree,5,Yes,98,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Male,24,18-24,Independent,Disapprove,Graduate degree,White,Disagree,1,Yes,99,Yes,No,Unlikely,Yes,Yes,Yes,Donald Trump
,Male,22,18-24,Strong Republican,Approve,Some college,White,DK/REF,,Yes,5,Yes,No,Likely,Yes,Yes,Yes,Donald Trump
,Female,56,55-64,Strong Democrat,Disapprove,College degree,Asian,Disagree,20,Yes,100,Yes,No,Unlikely,No,Yes,DK/REF,DK/REF
,Female,30,25-34,Independent,Disapprove,College degree,White,Disagree,75,Yes,80,Yes,No,Unlikely,Yes,Yes,No,Darth Vader
,Male,46,45-54,Strong Republican,Approve,High school,White,Agree,50,Yes,5,No,No,Likely,No,Yes,Yes,Donald Trump
,Female,73,65+,Strong Republican,Approve,Graduate degree,White,Disagree,5,Yes,50,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Female,31,25-34,Independent,Disapprove,Graduate degree,White,Disagree,7,Yes,90,Yes,No,Unlikely,No,No,DK/REF,DK/REF
,Male,28,25-34,Not Strong Democrat,Disapprove,College degree,White,Disagree,10,Yes,90,Yes,No,Unlikely,Yes,Yes,Yes,Donald Trump
,Female,51,45-54,DK/REF,Disapprove,High school,Black,Disagree,,Yes,,Yes,No,Unlikely,No,No,DK/REF,DK/REF
,Female,60,55-64,Not Strong Republican,Disapprove,College degree,Other,Disagree,,Yes,,Yes,No,Likely,No,Yes,No,Darth Vader
,Male,25,25-34,Independent,Disapprove,Some college,Latino,DK/REF,10,Yes,100,Yes,No,Unlikely,No,No,No,DK/REF
,Female,55,55-64,Independent,Disapprove,College degree,White,Disagree,5,Yes,85,Yes,No,Unlikely,No,No,No,Donald Trump
,Female,42,35-44,Independent,Disapprove,College degree,White,Disagree,60,Yes,80,Yes,No,Likely,No,Yes,Yes,Darth Vader
,Male,57,55-64,Not Strong Democrat,Disapprove,Some college,White,Disagree,100,Yes,100,Yes,No,Likely,No,No,No,DK/REF
,Female,61,55-64,Independent,Disapprove,Some college,White,Disagree,2,Yes,98,Yes,No,Likely,Yes,Yes,No,Darth Vader
,Female,51,45-54,Not Strong Democrat,DK/REF,Graduate degree,White,Disagree,25,Yes,75,Yes,No,Unlikely,No,No,DK/REF,DK/REF
,Male,47,45-54,DK/REF,Disapprove,High school,White,Disagree,,Yes,70,Yes,No,Likely,Yes,Yes,No,Donald Trump
,Male,69,65+,Independent,DK/REF,Other,DK/REF,DK/REF,0,Yes,100,No,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,42,35-44,Independent,Approve,College degree,Latino,Disagree,5,Yes,50,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,49,45-54,Independent,DK/REF,Graduate degree,White,Disagree,5,Yes,25,No,No,Unlikely,Yes,No,No,DK/REF
,Other,27,25-34,Independent,Disapprove,Some college,White,Disagree,25,Yes,5,Yes,No,Unlikely,Yes,Yes,Yes,Darth Vader
,Female,73,65+,Independent,Disapprove,Graduate degree,White,Disagree,10,Yes,90,Yes,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,70,65+,Strong Republican,Approve,College degree,White,DK/REF,,Yes,,Yes,No,DK/REF,Yes,Yes,No,DK/REF
,Male,19,18-24,Independent,DK/REF,High school,Black,DK/REF,,Yes,,Yes,DK/REF,DK/REF,No,No,DK/REF,DK/REF
,Male,63,55-64,Strong Republican,Approve,High school,White,Disagree,,Yes,40,Yes,No,Unlikely,Yes,No,No,Donald Trump
,Male,29,25-34,Not Strong Republican,DK/REF,Some college,White,DK/REF,,Yes,100,Yes,No,Unlikely,Yes,No,DK/REF,Donald Trump
,Male,67,65+,DK/REF,Disapprove,College degree,Black,Disagree,75,Yes,75,Yes,Yes,Unlikely,No,No,No,DK/REF
,Male,38,35-44,DK/REF,Approve,Other,White,DK/REF,2,Yes,0,Yes,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Male,41,35-44,Independent,Disapprove,College degree,White,Disagree,,Yes,100,Yes,No,Likely,Yes,Yes,No,Donald Trump
,Male,46,45-54,Independent,Disapprove,Some college,White,Disagree,25,Yes,95,Yes,No,Unlikely,No,Yes,No,Darth Vader
,Female,73,65+,Strong Republican,Approve,Graduate degree,White,Disagree,1,Yes,5,Yes,No,Unlikely,Yes,No,No,Donald Trump
,Female,31,25-34,Strong Republican,Approve,Other,White,DK/REF,90,Yes,80,Yes,No,Likely,Yes,Yes,No,Donald Trump
,Male,26,25-34,Strong Republican,Approve,College degree,White,Agree,85,Yes,20,Yes,No,Likely,Yes,No,No,Donald Trump
,Male,46,45-54,Independent,Disapprove,Some college,White,Disagree,40,Yes,90,Yes,No,Unlikely,No,No,No,DK/REF
,Female,50,45-54,Independent,Disapprove,Other,DK/REF,Agree,50,Yes,100,Yes,No,Unlikely,No,No,Yes,Darth Vader
,Female,51,45-54,Strong Republican,Approve,Some college,White,DK/REF,50,Yes,100,Yes,No,Unlikely,Yes,Yes,Yes,Donald Trump
,Male,32,25-34,Independent,Approve,High school,Latino,Agree,85,Yes,95,Yes,No,Unlikely,Yes,No,No,Donald Trump
,Female,54,45-54,Independent,Disapprove,Graduate degree,White,Disagree,30,Yes,95,Yes,No,Unlikely,No,Yes,DK/REF,DK/REF
,Female,66,65+,Strong Democrat,Disapprove,Graduate degree,White,DK/REF,,Yes,100,Yes,No,DK/REF,No,No,No,Darth Vader
,Female,81,65+,Independent,Approve,College degree,White,Disagree,,Yes,100,Yes,Yes,Unlikely,Yes,Yes,No,Donald Trump
,Male,74,65+,Independent,Approve,College degree,White,Disagree,2,Yes,0,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,99,65+,Independent,DK/REF,High school,Black,DK/REF,,Yes,80,Yes,DK/REF,DK/REF,No,No,DK/REF,DK/REF
,Male,41,35-44,Not Strong Democrat,Disapprove,Graduate degree,White,Disagree,20,Yes,85,Yes,No,Unlikely,No,No,No,Donald Trump
,Male,48,45-54,Independent,Approve,Graduate degree,White,Disagree,50,Yes,75,Yes,Yes,Likely,Yes,No,No,Donald Trump
,Male,23,18-24,Strong Democrat,Disapprove,Graduate degree,Latino,Disagree,65,Yes,70,Yes,Yes,Likely,Yes,No,No,Darth Vader
,Female,37,35-44,Strong Democrat,Disapprove,College degree,Other,Disagree,70,No,50,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,60,55-64,Strong Republican,Approve,Graduate degree,Other,DK/REF,,Yes,5,Yes,No,Likely,No,No,No,Donald Trump
,Male,82,65+,Strong Democrat,Disapprove,Graduate degree,White,DK/REF,70,Yes,85,Yes,No,Unlikely,No,No,No,Darth Vader
,Female,36,35-44,Strong Democrat,Disapprove,College degree,DK/REF,Disagree,50,Yes,100,Yes,No,DK/REF,No,Yes,Yes,Darth Vader
,Male,37,35-44,Strong Democrat,Disapprove,Some college,Latino,Disagree,15,Yes,75,Yes,No,Unlikely,No,No,Yes,Darth Vader
,Female,60,55-64,Independent,Approve,Some college,White,Agree,50,Yes,75,Yes,No,Unlikely,No,Yes,Yes,Donald Trump
,Female,27,25-34,Not Strong Democrat,Disapprove,High school,Latino,Disagree,70,Yes,85,Yes,Yes,Likely,No,No,No,Darth Vader
,Male,43,35-44,Independent,Approve,Some college,White,Disagree,0,Yes,2,Yes,No,Likely,Yes,Yes,Yes,Darth Vader
,Female,47,45-54,Independent,DK/REF,Some college,Latino,DK/REF,50,Yes,75,Yes,No,Likely,No,No,DK/REF,Donald Trump
,Female,26,25-34,Strong Republican,Approve,College degree,White,Disagree,5,Yes,100,Yes,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Female,18,18-24,Not Strong Democrat,Disapprove,Some college,White,Disagree,30,Yes,50,Yes,No,Likely,No,No,No,Donald Trump
,Female,31,25-34,Strong Democrat,Approve,College degree,White,Agree,60,Yes,100,Yes,No,Likely,Yes,Yes,Yes,Donald Trump
,Male,29,25-34,Independent,DK/REF,Some college,White,DK/REF,40,Yes,60,Yes,No,Unlikely,No,Yes,Yes,Donald Trump
