Income,Gender,Age,Age Range,Political Affiliation ,Do you approve or disapprove of how Donald Trump is handling his job as president?,What is your highest level of education?,Q6OTH1,What is your race?,Q5OTH1,"From what you have heard or seen, do you mostly agree or mostly disagree with the beliefs of White Nationalists?","If you had to guess, what percentage of Republicans would say that they mostly agree with the beliefs of White Nationalists?",q8x,Would you say that you love America?,"If you had to guess, what percentage of Democrats would say that they love America?",q10x,Do you think that government policies should help those who are poor and struggling in America?,"If you had to guess, what percentage of Republicans would say yes to that question?",Do you think that most white people in America are racist?,"If you had to guess, what percentage of Democrats would say yes to that question?",Have you lost any friendships or other relationships as a result of the 2016 presidential election?,Do you think it is likely or unlikely that there will be a Civil War in the United States within the next decade?,Have you ever gone hunting?,Have you ever eaten a kale salad?,"If Dwayne ""The Rock"" Johnson ran for president as a candidate for your political party, would you vote for him?","Who would you prefer as president of the United States, Darth Vader or Donald Trump?"
,Male,24,18-24,Independent,DK/REF,High school,,Asian,,Disagree,75,,DK/REF,80,,No,50,No,75,No,Likely,No,No,Yes,DK/REF
,Female,60,55-64,DK/REF,Approve,High school,,White,,Disagree,70,,Yes,,DK/REF,Yes,50,No,30,No,Likely,No,Yes,DK/REF,Donald Trump
,Male,32,25-34,Independent,Disapprove,Some college,,White,,Disagree,65,,Yes,40,,Yes,15,No,60,No,Unlikely,Yes,Yes,No,Darth Vader
,Male,43,35-44,Independent,Approve,Some college,,Black,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Likely,Yes,No,DK/REF,Donald Trump
,Female,62,55-64,Strong Republican,Approve,College degree,,White,,Disagree,10,,Yes,80,,No,50,DK/REF,80,No,Likely,Yes,Yes,DK/REF,Donald Trump
,Female,24,18-24,Not Strong Republican,DK/REF,College degree,,White,,DK/REF,,DK/REF,Yes,,DK/REF,DK/REF,,No,,No,DK/REF,No,No,Yes,DK/REF
,Male,75,65+,Independent,Approve,High school,,White,,Disagree,,DK/REF,Yes,5,,No,80,No,0,No,Unlikely,Yes,No,Yes,Donald Trump
109000,Male,45,45-54,Not Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,10,,Yes,90,,Yes,40,No,60,No,Unlikely,No,Yes,DK/REF,Donald Trump
40000,Female,25,25-34,Independent,DK/REF,College degree,,Latino,,Disagree,80,,Yes,95,,Yes,40,No,90,No,Unlikely,No,Yes,No,Darth Vader
5000,Female,30,25-34,Independent,Disapprove,High school,,Latino,,Disagree,50,,Yes,90,,Yes,100,No,20,No,Likely,No,No,No,Darth Vader
40000,Female,50,45-54,Strong Democrat,Disapprove,Some college,,Latino,,Disagree,,DK/REF,DK/REF,,DK/REF,No,,No,0,No,Unlikely,No,No,No,DK/REF
39000,Female,74,65+,Not Strong Democrat,Disapprove,Some college,,Latino,,Disagree,,DK/REF,Yes,,DK/REF,Yes,0,Yes,,No,Unlikely,Yes,DK/REF,Yes,DK/REF
21000,Male,32,25-34,Independent,DK/REF,High school,,Latino,,Disagree,50,,Yes,100,,Yes,50,No,100,No,Unlikely,No,No,No,Donald Trump
9000,Female,83,65+,Strong Democrat,Disapprove,Some college,,White,,Agree,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Unlikely,No,No,DK/REF,DK/REF
132000,Female,34,25-34,Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,30,,Yes,90,,Yes,30,No,30,No,Unlikely,No,Yes,DK/REF,DK/REF
98000,Male,38,35-44,Strong Democrat,Disapprove,College degree,,White,,Disagree,70,,Yes,99,,Yes,25,No,80,Yes,Likely,Yes,No,DK/REF,Darth Vader
130000,Male,35,35-44,DK/REF,Approve,Graduate degree,,Black,,Disagree,10,,Yes,,DK/REF,No,20,No,50,No,Unlikely,Yes,Yes,No,Donald Trump
236000,Female,44,35-44,Not Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,30,,Yes,100,,Yes,45,No,80,No,Unlikely,No,Yes,No,Darth Vader
132000,Male,36,35-44,Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,45,,Yes,60,,Yes,35,Yes,75,No,Unlikely,Yes,No,No,Donald Trump
105000,Female,40,35-44,Strong Democrat,Approve,Graduate degree,,White,,Disagree,2,,Yes,50,,Yes,75,No,50,No,Unlikely,No,Yes,No,Donald Trump
37000,Male,38,35-44,Independent,Approve,Graduate degree,,White,,Disagree,5,,Yes,90,,No,75,No,60,No,Unlikely,No,No,No,Donald Trump
47000,Male,33,25-34,Not Strong Democrat,Approve,Some college,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,100,No,0,No,Unlikely,No,No,DK/REF,Donald Trump
31000,Female,31,25-34,Independent,Disapprove,Some college,,DK/REF,,Disagree,65,,No,50,,Yes,40,No,42,Yes,Likely,No,No,Yes,Darth Vader
121000,Female,36,35-44,Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,10,,No,50,,Yes,10,Yes,50,Yes,Unlikely,Yes,Yes,No,DK/REF
,Male,55,55-64,Not Strong Republican,Disapprove,Some college,,White,,Disagree,50,,Yes,50,,Yes,80,No,20,No,Unlikely,No,Yes,No,Donald Trump
,Male,33,25-34,Independent,Disapprove,College degree,,Latino,,DK/REF,,DK/REF,Yes,90,,No,5,No,25,No,Unlikely,No,Yes,No,Donald Trump
,Female,71,65+,Strong Republican,Approve,College degree,,White,,DK/REF,,DK/REF,Yes,60,,Yes,90,No,,No,Likely,Yes,Yes,No,Donald Trump
,Female,36,35-44,Independent,Approve,Some college,,White,,Disagree,40,,Yes,90,,No,30,No,30,No,Likely,No,Yes,DK/REF,DK/REF
,Male,26,25-34,Not Strong Republican,Approve,College degree,,White,,DK/REF,,DK/REF,Yes,50,,Yes,80,No,80,No,Likely,Yes,No,No,Donald Trump
,Male,50,45-54,Strong Democrat,Disapprove,College degree,,Black,,Disagree,70,,Yes,100,,Yes,20,No,40,No,Unlikely,Yes,No,No,Darth Vader
,Female,42,35-44,Not Strong Republican,Approve,High school,,White,,Disagree,,DK/REF,Yes,95,,Yes,75,DK/REF,3,No,Likely,No,No,No,Donald Trump
,Male,62,55-64,Independent,DK/REF,High school,,White,,DK/REF,,DK/REF,Yes,100,,Yes,100,No,80,No,Unlikely,No,No,DK/REF,DK/REF
,Female,38,35-44,Independent,DK/REF,College degree,,White,,DK/REF,65,,Yes,70,,Yes,80,No,80,No,Likely,No,Yes,No,Darth Vader
,Male,56,55-64,Strong Democrat,Approve,DK/REF,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Likely,Yes,No,DK/REF,Donald Trump
,Male,22,18-24,Independent,Disapprove,College degree,,White,,Disagree,10,,Yes,70,,Yes,50,No,20,No,Unlikely,No,No,Yes,Darth Vader
,Female,64,55-64,Strong Democrat,Disapprove,College degree,,White,,Disagree,75,,No,90,,No,75,No,50,Yes,Likely,No,Yes,DK/REF,DK/REF
,Male,25,25-34,Independent,Approve,High school,,White,,Agree,,DK/REF,Yes,80,,Yes,100,No,80,No,Unlikely,Yes,No,Yes,Darth Vader
,Male,81,65+,DK/REF,Disapprove,College degree,,DK/REF,,Disagree,,DK/REF,Yes,90,,Yes,50,No,25,No,Unlikely,No,Yes,DK/REF,DK/REF
,Male,18,18-24,Not Strong Republican,Approve,Some college,,White,,Disagree,15,,Yes,50,,Yes,50,No,80,No,Unlikely,Yes,No,No,Donald Trump
,Female,41,35-44,Strong Republican,Approve,College degree,,White,,Disagree,95,,Yes,99,,Yes,99,No,70,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Male,56,55-64,Independent,Approve,Some college,,White,,Disagree,0,,Yes,50,,Yes,90,No,80,No,Likely,Yes,Yes,DK/REF,Donald Trump
,Other,92,65+,Not Strong Republican,Approve,Some college,,White,,Agree,,DK/REF,Yes,80,,Yes,80,No,,No,Unlikely,No,Yes,Yes,Donald Trump
53000,Female,35,35-44,Independent,Disapprove,Graduate degree,,Black,,Disagree,75,,Yes,95,,Yes,60,No,80,No,Unlikely,No,Yes,No,Darth Vader
65000,Female,65,65+,Independent,Approve,College degree,,Latino,,DK/REF,50,,Yes,35,,Yes,80,No,,No,Unlikely,No,DK/REF,DK/REF,Donald Trump
17000,Male,41,35-44,Independent,Disapprove,High school,,White,,Disagree,50,,No,64,,Yes,60,Yes,34,No,Likely,No,No,No,Darth Vader
129000,Male,38,35-44,Not Strong Democrat,Disapprove,College degree,,White,,Disagree,8,,Yes,100,,Yes,50,No,,No,Unlikely,No,No,No,Donald Trump
69000,Male,44,35-44,Not Strong Republican,Approve,College degree,,White,,DK/REF,,DK/REF,Yes,50,,No,75,No,50,No,Unlikely,Yes,Yes,No,Donald Trump
8000,Female,66,65+,Strong Republican,Approve,High school,,Latino,,DK/REF,50,,Yes,10,,Yes,70,No,95,No,Likely,No,No,DK/REF,Donald Trump
143000,Female,66,65+,Strong Democrat,Disapprove,High school,,Latino,,Disagree,,DK/REF,Yes,90,,Yes,30,No,50,No,Unlikely,No,Yes,DK/REF,DK/REF
79000,Male,38,35-44,Independent,Disapprove,College degree,,Latino,,Disagree,30,,Yes,40,,Yes,40,No,30,No,Likely,No,Yes,No,Donald Trump
96000,Female,46,45-54,Independent,Approve,Some college,,White,,DK/REF,,DK/REF,Yes,100,,Yes,100,No,40,No,Unlikely,No,No,No,Donald Trump
80000,Male,35,35-44,DK/REF,Approve,College degree,,White,,Disagree,12,,Yes,50,,Yes,27,No,2,No,Unlikely,Yes,No,Yes,Darth Vader
7000,Male,41,35-44,Strong Democrat,Disapprove,Graduate degree,,White,,Agree,50,,Yes,85,,Yes,,No,70,No,Unlikely,Yes,Yes,No,Donald Trump
19000,Female,32,25-34,Strong Democrat,Disapprove,High school,,White,,Disagree,50,,Yes,95,,Yes,10,No,15,No,Likely,Yes,No,No,Darth Vader
78000,Male,37,35-44,Strong Republican,Approve,Some college,,White,,Disagree,1,,Yes,100,,Yes,100,No,80,No,Unlikely,No,Yes,Yes,Donald Trump
64000,Female,52,45-54,Not Strong Republican,Disapprove,Some college,,Black,,Disagree,3,,Yes,5,,Yes,28,Yes,4,No,Unlikely,No,No,Yes,Darth Vader
124000,Male,44,35-44,Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,80,,Yes,100,,Yes,10,No,20,No,Unlikely,Yes,No,Yes,Darth Vader
172000,Female,65,65+,Independent,Disapprove,Graduate degree,,White,,Disagree,30,,Yes,100,,Yes,50,No,20,No,Unlikely,No,No,Yes,Darth Vader
172000,Female,59,55-64,DK/REF,DK/REF,Graduate degree,,DK/REF,,DK/REF,,DK/REF,DK/REF,,DK/REF,DK/REF,,DK/REF,,No,DK/REF,Yes,DK/REF,DK/REF,DK/REF
50000,Male,34,25-34,Independent,Approve,High school,,White,,Disagree,70,,Yes,10,,Yes,50,Yes,90,No,Likely,Yes,No,Yes,Donald Trump
178000,Male,37,35-44,Not Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,15,,Yes,85,,Yes,50,No,10,No,Unlikely,Yes,No,No,Donald Trump
216000,Female,42,35-44,Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,,DK/REF,Yes,,DK/REF,Yes,,No,,No,DK/REF,No,Yes,DK/REF,DK/REF
43000,Male,36,35-44,Independent,Approve,College degree,,White,,Disagree,20,,Yes,100,,Yes,100,No,100,No,Unlikely,Yes,Yes,No,Donald Trump
96000,Female,64,55-64,Strong Democrat,Disapprove,College degree,,White,,Disagree,50,,Yes,80,,Yes,40,Yes,60,Yes,Unlikely,No,Yes,Yes,DK/REF
179000,Male,37,35-44,Strong Democrat,Disapprove,College degree,,Black,,DK/REF,40,,Yes,75,,Yes,60,No,10,No,Unlikely,No,Yes,No,Darth Vader
101000,Female,38,35-44,Independent,Disapprove,Graduate degree,,White,,Disagree,10,,Yes,99,,Yes,5,No,,No,Unlikely,No,Yes,DK/REF,DK/REF
82000,Female,42,35-44,Strong Democrat,Disapprove,Graduate degree,,Black,,Disagree,50,,Yes,50,,Yes,20,No,80,No,Likely,No,Yes,DK/REF,Darth Vader
62000,Male,55,55-64,Independent,Disapprove,Graduate degree,,Black,,Agree,50,,Yes,90,,Yes,100,Yes,50,No,Unlikely,No,No,No,Darth Vader
42000,Female,40,35-44,Independent,Disapprove,College degree,,White,,Disagree,70,,Yes,25,,Yes,25,No,30,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Female,46,45-54,Independent,Disapprove,Graduate degree,,White,,Disagree,85,,Yes,100,,Yes,35,No,20,No,Unlikely,No,Yes,DK/REF,DK/REF
,Male,76,65+,Strong Republican,Approve,Graduate degree,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,50,Yes,,DK/REF,Likely,No,No,DK/REF,Donald Trump
,Female,62,55-64,Independent,Disapprove,College degree,,White,,Disagree,35,,Yes,90,,Yes,50,No,30,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,48,45-54,Not Strong Republican,Approve,High school,,White,,Disagree,20,,Yes,90,,Yes,60,No,30,No,Likely,Yes,Yes,No,Donald Trump
,Male,25,25-34,Not Strong Republican,Approve,High school,,White,,DK/REF,,DK/REF,Yes,75,,Yes,100,No,35,No,Unlikely,No,No,Yes,Donald Trump
,Male,58,55-64,Strong Republican,Approve,High school,,White,,Disagree,5,,Yes,60,,Yes,60,No,25,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,38,35-44,Independent,Disapprove,Other,Middle school,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Likely,No,No,DK/REF,DK/REF
,Male,70,65+,Independent,Approve,High school,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,Yes,,No,Likely,Yes,DK/REF,DK/REF,Donald Trump
,Other,35,35-44,Independent,Approve,College degree,,Latino,,Agree,100,,Yes,3,,Yes,7,Yes,6,No,Likely,No,No,Yes,Darth Vader
,Male,67,65+,DK/REF,Disapprove,Some college,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,0,No,,No,DK/REF,Yes,DK/REF,DK/REF,Darth Vader
,Male,64,55-64,Independent,DK/REF,Other,Ninth grade,Black,,Agree,,DK/REF,Yes,55,,Yes,3,No,35,No,Unlikely,Yes,Yes,Yes,Darth Vader
,Male,63,55-64,Independent,Approve,High school,,White,,Disagree,5,,Yes,30,,Yes,80,No,50,No,Unlikely,Yes,No,No,Donald Trump
,Male,38,35-44,Strong Democrat,Disapprove,Some college,,Black,,Disagree,65,,Yes,90,,Yes,0,Yes,100,No,Likely,Yes,No,No,DK/REF
,Male,24,18-24,Not Strong Republican,Approve,Some college,,Other,Hispanic,Disagree,,DK/REF,Yes,70,,No,40,No,80,No,Unlikely,Yes,No,No,Donald Trump
,Male,52,45-54,Strong Republican,Approve,College degree,,White,,Disagree,50,,Yes,65,,Yes,45,No,75,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,50,45-54,DK/REF,Approve,High school,,Latino,,Agree,50,,Yes,100,,Yes,50,No,70,No,Likely,No,No,No,Darth Vader
,Male,32,25-34,Independent,DK/REF,Graduate degree,,White,,Disagree,12,,Yes,88,,Yes,100,No,3,No,Likely,Yes,Yes,No,Donald Trump
,DK/REF,43,35-44,Independent,Disapprove,College degree,,DK/REF,,Disagree,75,,DK/REF,50,,Yes,10,No,70,No,Likely,Yes,No,No,Darth Vader
,Male,30,25-34,Not Strong Democrat,Disapprove,College degree,,White,,Disagree,30,,Yes,100,,Yes,100,No,10,No,Unlikely,No,No,Yes,Darth Vader
,Female,19,18-24,Independent,Disapprove,High school,,DK/REF,,Agree,50,,Yes,20,,Yes,50,Yes,60,No,Likely,No,Yes,Yes,Darth Vader
,Female,26,25-34,Independent,DK/REF,Some college,,White,,Agree,76,,Yes,83,,Yes,66,No,,No,Likely,Yes,Yes,No,DK/REF
,Female,23,18-24,Strong Democrat,Disapprove,Some college,,White,,Disagree,25,,No,90,,Yes,50,Yes,80,No,Unlikely,No,No,Yes,Donald Trump
,Male,52,45-54,Independent,Approve,College degree,,Latino,,Disagree,50,,Yes,50,,Yes,60,No,70,No,Likely,No,Yes,No,Donald Trump
,Male,22,18-24,Independent,Disapprove,Some college,,White,,Disagree,5,,Yes,75,,Yes,40,Yes,50,No,Unlikely,Yes,Yes,No,Darth Vader
,Female,85,65+,Strong Republican,Approve,High school,,White,,DK/REF,20,,No,50,,No,70,No,60,No,Likely,No,Yes,Yes,Donald Trump
,Male,65,65+,Independent,Disapprove,College degree,,Other,American Indian,Agree,25,,Yes,50,,Yes,80,Yes,80,No,Likely,Yes,Yes,No,DK/REF
,Male,84,65+,Independent,Approve,College degree,,White,,Disagree,40,,Yes,50,,Yes,60,No,60,No,Unlikely,No,Yes,No,Donald Trump
,Male,42,35-44,Not Strong Republican,Approve,College degree,,DK/REF,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,85,No,45,No,Unlikely,No,Yes,No,Donald Trump
,Male,54,45-54,Independent,Disapprove,College degree,,White,,Disagree,10,,Yes,90,,Yes,50,No,10,Yes,Unlikely,Yes,Yes,No,Darth Vader
13000,Female,64,55-64,Not Strong Democrat,Disapprove,High school,,Latino,,Disagree,40,,Yes,,DK/REF,No,,Yes,30,No,Unlikely,No,No,No,Darth Vader
77000,Female,19,18-24,Independent,Disapprove,High school,,Other,Hispanic,Agree,35,,Yes,25,,No,35,Yes,25,No,Likely,No,No,Yes,Darth Vader
10000,Female,25,25-34,Independent,Disapprove,Some college,,Latino,,Disagree,45,,Yes,60,,Yes,50,No,35,No,Unlikely,No,Yes,Yes,Donald Trump
24000,Female,19,18-24,DK/REF,Disapprove,Some college,,Latino,,DK/REF,65,,Yes,79,,Yes,50,No,40,No,Likely,No,No,Yes,Darth Vader
24000,Male,70,65+,Independent,Disapprove,Some college,,Black,,Disagree,70,,Yes,100,,Yes,50,No,20,No,DK/REF,No,No,Yes,Darth Vader
178000,Male,44,35-44,Not Strong Democrat,Disapprove,College degree,,White,,Disagree,5,,Yes,90,,Yes,50,No,5,No,Unlikely,Yes,Yes,No,Donald Trump
42000,Female,40,35-44,Independent,DK/REF,College degree,,White,,Disagree,90,,Yes,90,,Yes,100,No,90,No,Unlikely,Yes,No,Yes,DK/REF
124000,Male,44,35-44,Independent,Disapprove,Graduate degree,,White,,Disagree,30,,Yes,45,,Yes,30,No,50,No,Unlikely,Yes,Yes,No,Donald Trump
6000,Male,42,35-44,Independent,Disapprove,College degree,,Latino,,Agree,90,,Yes,100,,Yes,10,No,50,No,Likely,Yes,No,Yes,Darth Vader
60000,Female,69,65+,Independent,Disapprove,High school,,White,,Disagree,,DK/REF,Yes,50,,Yes,,No,,No,Likely,No,No,DK/REF,DK/REF
200000,Female,44,35-44,Strong Republican,Approve,College degree,,White,,Disagree,40,,Yes,100,,Yes,90,No,10,No,Unlikely,No,Yes,No,Donald Trump
236000,Female,44,35-44,Strong Republican,Disapprove,Graduate degree,,White,,Disagree,10,,Yes,60,,No,50,No,50,No,Unlikely,Yes,Yes,DK/REF,DK/REF
39000,Female,34,25-34,Independent,Disapprove,High school,,White,,Disagree,20,,Yes,100,,Yes,50,No,10,No,Likely,No,No,No,Darth Vader
157000,Male,71,65+,Strong Republican,Approve,Graduate degree,,White,,Disagree,10,,Yes,70,,Yes,70,No,70,No,Unlikely,No,Yes,No,Donald Trump
138000,Female,39,35-44,Not Strong Republican,DK/REF,College degree,,White,,DK/REF,,DK/REF,Yes,90,,Yes,50,No,,No,Likely,No,Yes,No,DK/REF
227000,Male,61,55-64,Strong Democrat,Disapprove,College degree,,White,,Disagree,80,,Yes,95,,Yes,30,Yes,15,Yes,Likely,Yes,Yes,DK/REF,Darth Vader
107000,Male,29,25-34,Strong Republican,Approve,Graduate degree,,White,,Disagree,5,,Yes,80,,Yes,70,No,10,No,Unlikely,No,No,DK/REF,DK/REF
89000,Male,41,35-44,Independent,DK/REF,High school,,White,,DK/REF,,DK/REF,Yes,95,,Yes,90,No,30,No,Likely,Yes,No,DK/REF,Donald Trump
84000,Male,30,25-34,Not Strong Republican,Approve,College degree,,White,,DK/REF,,DK/REF,Yes,70,,Yes,85,No,12,No,Unlikely,No,Yes,Yes,Donald Trump
57000,Male,39,35-44,DK/REF,DK/REF,Other,Eighth grade,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Unlikely,Yes,No,No,DK/REF
11000,Female,74,65+,Independent,Approve,High school,,White,,DK/REF,85,,Yes,90,,Yes,90,No,90,No,Unlikely,No,No,No,DK/REF
200000,Male,41,35-44,Not Strong Republican,Approve,College degree,,White,,Disagree,5,,Yes,50,,No,50,No,75,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
105000,Female,40,35-44,DK/REF,Approve,College degree,,White,,Disagree,25,,Yes,75,,Yes,10,No,50,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
35000,Female,25,25-34,Independent,Disapprove,Some college,,Latino,,Agree,,DK/REF,Yes,80,,Yes,60,Yes,50,No,Likely,No,No,No,DK/REF
61000,Female,40,35-44,Not Strong Democrat,Disapprove,College degree,,DK/REF,,Disagree,50,,Yes,100,,Yes,50,Yes,30,Yes,Likely,Yes,Yes,Yes,Donald Trump
57000,Female,47,45-54,Independent,Approve,Some college,,White,,Disagree,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
264000,Female,37,35-44,DK/REF,DK/REF,College degree,,White,,DK/REF,0,,Yes,0,,Yes,0,No,0,No,Unlikely,No,No,DK/REF,DK/REF
69000,Male,64,55-64,Strong Democrat,Disapprove,College degree,,White,,Disagree,50,,Yes,100,,Yes,40,No,10,No,Likely,Yes,Yes,No,Darth Vader
,Female,37,35-44,DK/REF,DK/REF,Some college,,White,,Disagree,,DK/REF,Yes,,DK/REF,DK/REF,,No,,No,DK/REF,No,Yes,DK/REF,DK/REF
,Male,37,35-44,Independent,DK/REF,College degree,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,65,65+,Independent,Disapprove,Other,Post Graduate,White,,DK/REF,10,,Yes,50,,Yes,10,No,15,No,Unlikely,Yes,Yes,DK/REF,DK/REF
,Female,18,18-24,Not Strong Democrat,Disapprove,Some college,,Latino,,Disagree,50,,Yes,70,,Yes,40,No,40,No,Likely,No,No,No,Donald Trump
,Female,38,35-44,DK/REF,DK/REF,Graduate degree,,Latino,,Disagree,40,,Yes,90,,Yes,40,Yes,50,No,Unlikely,No,DK/REF,DK/REF,DK/REF
,Female,27,25-34,Independent,Disapprove,College degree,,Asian,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,DK/REF,,No,Unlikely,No,No,DK/REF,Darth Vader
,Other,25,25-34,DK/REF,Disapprove,Graduate degree,,DK/REF,,DK/REF,90,,Yes,100,,Yes,30,No,40,No,Unlikely,No,Yes,No,DK/REF
,Female,41,35-44,Independent,Disapprove,College degree,,Latino,,Disagree,10,,Yes,90,,Yes,50,No,25,No,Unlikely,No,Yes,No,Darth Vader
,Male,44,35-44,Independent,Disapprove,College degree,,White,,Disagree,25,,Yes,98,,Yes,33,No,5,No,Unlikely,No,Yes,Yes,Donald Trump
,Male,70,65+,Not Strong Republican,Approve,Graduate degree,,White,,Disagree,,DK/REF,Yes,9,,Yes,,No,100,No,Unlikely,Yes,No,No,Donald Trump
,Male,70,65+,Strong Republican,Approve,College degree,,White,,Disagree,4,,Yes,60,,Yes,90,No,60,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Male,33,25-34,Independent,Disapprove,High school,,White,,Disagree,,DK/REF,No,0,,Yes,,No,,No,DK/REF,Yes,No,Yes,Darth Vader
,Other,29,25-34,Independent,Approve,College degree,,White,,Agree,50,,Yes,0,,Yes,79,No,100,No,Likely,Yes,Yes,No,Donald Trump
,Male,80,65+,Not Strong Republican,Approve,High school,,White,,Disagree,,DK/REF,Yes,90,,Yes,,No,,No,Likely,Yes,No,Yes,Donald Trump
,Male,29,25-34,Independent,Disapprove,College degree,,White,,Disagree,30,,Yes,90,,Yes,40,No,25,No,Unlikely,No,No,No,Darth Vader
,Female,45,45-54,Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,1,,Yes,100,,Yes,10,No,0,No,Unlikely,No,No,DK/REF,DK/REF
,Male,29,25-34,Strong Republican,Approve,Some college,,White,,Disagree,,DK/REF,Yes,,DK/REF,No,,No,,No,Unlikely,Yes,No,Yes,Donald Trump
,Male,52,45-54,Independent,Approve,Graduate degree,,White,,Disagree,5,,Yes,50,,Yes,90,No,90,Yes,Unlikely,Yes,Yes,No,Donald Trump
,Female,61,55-64,Strong Democrat,Disapprove,College degree,,White,,DK/REF,100,,Yes,95,,Yes,50,No,30,Yes,Likely,No,Yes,No,Darth Vader
,Male,21,18-24,Independent,Disapprove,College degree,,White,,Disagree,0.1,,Yes,5,,Yes,90,No,70,No,Unlikely,Yes,No,No,Donald Trump
,Male,37,35-44,Not Strong Democrat,DK/REF,College degree,,Latino,,Disagree,40,,Yes,87,,Yes,30,No,65,No,Likely,Yes,No,DK/REF,Donald Trump
,Female,72,65+,Strong Republican,Approve,College degree,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,90,No,,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Male,61,55-64,Not Strong Republican,Approve,High school,,Latino,,Agree,60,,Yes,45,,No,55,No,0,No,Unlikely,No,No,No,Donald Trump
,Female,47,45-54,Not Strong Republican,Disapprove,College degree,,Other,Native American,Disagree,50,,Yes,80,,Yes,50,No,40,No,Unlikely,Yes,Yes,Yes,Darth Vader
,Male,70,65+,Not Strong Democrat,Approve,Other,Post Graduate School,White,,Disagree,0.5,,Yes,95,,Yes,98,No,2,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,24,18-24,Independent,DK/REF,College degree,,Black,,Disagree,1,,Yes,99,,Yes,35,No,5,No,Unlikely,No,No,No,Darth Vader
,Male,43,35-44,Strong Republican,Approve,College degree,,White,,Agree,0,,Yes,50,,Yes,90,No,25,No,Unlikely,Yes,No,No,Donald Trump
,Female,76,65+,Independent,Disapprove,Some college,,White,,DK/REF,,DK/REF,Yes,75,,Yes,50,No,50,No,Likely,No,No,No,DK/REF
,Female,27,25-34,Not Strong Democrat,Disapprove,Other,Master's Degree,White,,Disagree,35,,Yes,100,,Yes,20,No,40,No,Unlikely,No,Yes,DK/REF,Darth Vader
,Male,70,65+,Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,20,,Yes,95,,Yes,30,No,40,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Male,24,18-24,Independent,Approve,Some college,,White,,Disagree,5,,Yes,10,,No,20,No,90,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,57,55-64,Not Strong Republican,Approve,College degree,,Black,,Disagree,30,,Yes,80,,Yes,50,No,30,No,Unlikely,No,Yes,No,Donald Trump
,Female,69,65+,Strong Republican,Approve,Graduate degree,,White,,Disagree,20,,Yes,10,,No,25,No,20,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,51,45-54,Independent,DK/REF,High school,,Asian,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Unlikely,No,No,DK/REF,Donald Trump
,Male,86,65+,Not Strong Republican,Approve,Some college,,White,,Agree,70,,Yes,70,,Yes,80,No,80,No,Likely,Yes,Yes,Yes,Donald Trump
,Female,58,55-64,Independent,Approve,College degree,,White,,Disagree,90,,Yes,90,,No,40,Yes,50,No,Unlikely,No,Yes,No,Donald Trump
,Female,29,25-34,Strong Republican,Approve,Graduate degree,,White,,Disagree,0,,Yes,85,,No,45,No,65,No,Unlikely,No,No,Yes,Donald Trump
,Male,59,55-64,Independent,Disapprove,Some college,,White,,Disagree,30,,Yes,90,,Yes,15,No,30,No,Unlikely,No,Yes,Yes,Donald Trump
